LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?,LATITUDE,LONGITUDE,INDEX
Barbuda| Magé - State of Rio de Janeiro| Brazil,2016/07/12,20:58:00,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.6692638397,-43.0328483582,432
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,21:01:00,Não Sabe,0,0,Sim,0,1,Não Sabe,-22.8114871979,-43.3207168579,433
Av. Rio de Janeiro - Caju| Rio de Janeiro - RJ| Brasil,2016/07/13,12:46:00,Não,0,0,Não,0,0,Não Sabe,Polícia,-22.8930053711,-43.2141914368,434
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/13,21:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9115924835,-43.2399253845,435
Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/09,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9052505493,-43.2340126038,436
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904,437
Km 32| Nova Iguaçu - RJ| Brasil,2016/07/13,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8523921967,-43.6111335754,438
Estr. do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8340682983,-43.3795166016,439
Rua São Carlos - Estácio| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9172458649,-43.2047615051,440
Rua Marangá - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:57:00,Não Sabe,2,0,Não Sabe,0,0,Sim,-22.9001293182,-43.3461608887,441
Rua São Miguel - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9395046234,-43.2515373230,442
Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,21:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9167327881,-43.2508354187,443
Estrada de Botafogo - Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/14,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8207225800,-43.3635253906,444
Seropédica - RJ| Brasil,2016/07/13,21:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7530803680,-43.7159004211,445
Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/14,09:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9167327881,-43.2508354187,446
Avenida Bento Ribeiro Dantas - Maré| Rio de Janeiro - RJ| Brasil,2016/07/14,09:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8672828674,-43.2407035828,447
Rua Riachuelo - Rocha Sobrinho| Mesquita - RJ| Brasil,2016/07/14,09:57:00,Não,0,0,Não,0,0,Não,-22.7813968658,-43.4087982178,448
Av. Cidade de Deus - Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/07/14,11:41:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9495315552,-43.3657302856,449
Rua Sinimbú - São Cristóvão| Rio de Janeiro - RJ| Brasil,2016/07/14,12:29:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9013004303,-43.2300567627,452
Nova Aurora| Belford Roxo - RJ| Brasil,2016/07/07,01:30:00,Sim,0,0,Não,0,0,Não,-22.7209491730,-43.3989067078,453
Morro dos Cabritos,2016/07/14,08:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9686107635,-43.1977767944,455
Morro dos Macacos - vila isabel| Rio de Janeiro - RJ| Brasil,2016/07/13,21:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948,459
Rua Augusto Magno - Vila Margarida| Itaguaí - RJ| Brasil,2016/07/14,06:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8740711212,-43.7936210632,460
Estrada Viçoso Jardim - Cubango| Niterói - RJ| Brasil,2016/07/14,05:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8930282593,-43.0838546753,461
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/13,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904,462
Av. Itaóca| 2547 - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/14,15:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8706226349,-43.2763404846,463
Rua Paulino Barbosa - Éden| São João de Meriti - RJ| Brasil,2016/07/13,23:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7960548401,-43.3955345154,464
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/07/14,16:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483,467
Rua Araújo Leitão - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/13,09:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9137287140,-43.2714958191,469
R. Dr. Mario Vianna - Santa Rosa| Niterói - RJ| Brasil,2016/07/14,18:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9048500061,-43.0916862488,473
Rua Cacilda Becker| Petrópolis - RJ| Brasil,2016/07/14,18:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.5488586426,-43.2179603577,477
Alto idependencia. Petropolis rj,2016/07/14,18:46:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.5421066284,-43.2049407959,478
Santa cruz rio de janeiro  favela do rollas,2016/07/14,18:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9196510315,-43.6843872070,479
Morro Jorge Turco - Colégio| Rio de Janeiro - RJ| Brasil,2016/07/13,17:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8386116028,-43.3447227478,480
Avenida Maracanã - Maracanã| Rio de Janeiro - RJ| Brasil,2016/07/10,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9192180634,-43.2331085205,481
Rua 18 - Engenho| Itaguaí - RJ| Brasil,2016/07/14,20:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8668632507,-43.7846679688,482
Freguesia (Jacarepaguá)| Rio de Janeiro - RJ| Brasil,2016/07/14,20:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9349002838,-43.3360481262,483
Duque de Caxias - RJ| Brasil,2016/07/14,13:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7862987518,-43.3053092957,484
Linha Amarela; Avenida Governador Carlos Lacerda - Manguinhos| Rio de Janeiro - RJ| Brasil,2016/07/14,21:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8710041046,-43.2463607788,486
Ilha do Governador| Rio de Janeiro - RJ| Brasil,2016/07/14,21:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8052387238,-43.2086067200,487
Rua Joaquim Silva - Centro| Rio de Janeiro - RJ| Brasil,2016/07/07,23:00:00,Não,0,0,Não Sabe,0,0,Não,-22.9152126312,-43.1790390015,491
Rua Maria Luiza - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/14,22:03:00,Não Sabe,0,4,Não Sabe,0,0,Não Sabe,-22.9137840271,-43.2847595215,492
PARQUE DAS Palmeiras Palhada Nova Iguaçu RJ,2016/07/14,04:00:00,Sim,1,0,Sim,0,0,Não,-22.7565841675,-43.5294456482,493
Rua Maria Luiza - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/14,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9137840271,-43.2847595215,494
Rua Rio do Pau - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/14,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8136253357,-43.3821945190,495
Estrada Adhemar Bebiano - Del Castilho| Rio de Janeiro - RJ| Brasil,2016/07/14,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8740119934,-43.2669487000,497
Araruama - RJ| Brasil,2016/06/13,22:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8636188507,-42.3336296082,498
Brás de Pina| Rio de Janeiro - RJ| Brasil,2016/07/14,22:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8331184387,-43.3022270203,499
Rua Álvaro Neves - Fonseca| Niterói - RJ| Brasil,2016/07/14,22:38:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8743629456,-43.0768089294,500
Rua Himalaia - Anchieta| Rio de Janeiro - RJ| Brasil,2016/07/14,22:54:00,Não,0,0,Não Sabe,0,0,Não Sabe,-22.8200321198,-43.3881568909,502
Rua Campo Grande| 2104 - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/07/14,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.9036083221,-43.5690269470,504
R. Gentil de Almeida - HonÃ³rio Gurgel
Rio de Janeiro - RJ,2016/07/14,23:28:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8426380157,-43.3572807312,505
Rua Comendador Luís de Matos - Engenheiro Belford| São João de Meriti - RJ| Brasil,2016/07/14,21:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8093070984,-43.3788375854,506
R. Souto - Cascadura| Rio de Janeiro - RJ| Brasil,2016/07/15,00:26:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8882484436,-43.3276596069,507
R. Marieta| 173 - SÃ£o Mateus
SÃ£o JoÃ£o de Meriti - RJ,2016/07/15,00:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8111648560,-43.3832626343,509
Rua Albano - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/15,00:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9030971527,-43.3540573120,510
Estr. Manuel Nogueira de SÃ¡| 752 - Realengo
Rio de Janeiro - RJ,2016/07/15,00:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8873252869,-43.4128875732,511
Av. dos Italianos - Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/15,00:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8452186584,-43.3490486145,512
R. Marcodesia| 74 - Realengo
Rio de Janeiro - RJ,2016/07/15,01:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8889293671,-43.4141387939,513
Rua Medeiros Pássaro - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/15,04:00:30,Não Sabe,1,0,Não Sabe,0,0,Não Sabe,-22.9388446808,-43.2458076477,514
Bangu| Rio de Janeiro - RJ| Brasil,2016/07/15,00:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8742256165,-43.4685440063,515
Avenida Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:22:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9217586517,-43.6634178162,516
Avenida Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:22:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9217586517,-43.6634178162,517
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9277400970,-43.6772804260,518
Tv. Adalberto Batista| 2 - Bangu
Rio de Janeiro - RJ,2016/07/15,06:49:00,Não,0,0,Não Sabe,0,0,Sim,-22.8686008453,-43.4754104614,519
R. Natividade Saldanha| 182 - Santo Antonio
Duque de Caxias - RJ,2016/07/01,09:00:00,Sim,1,0,Não,0,0,Não,-22.7074337006,-43.3070144653,520
R. Boa Vista| 795-1929 - Anchieta
Rio de Janeiro - RJ,2016/07/15,08:15:00,Não Sabe,0,0,Sim,1,0,Sim,-22.8824005127,-43.2458686829,521
Praça São Joaquim - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/13,20:00:47,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9353713989,-43.2528419495,522
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/15,09:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9383335114,-43.2594451904,523
Rua da Pátria - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,09:28:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9060001373,-43.3137397766,524
Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,09:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9052066803,-43.3072319031,525
Travessa José Rucas| 1273 - Penha| Rio de Janeiro - RJ 21070-370| Brasil,2016/07/15,09:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8485088348,-43.2823982239,526
Rua Salvador Rizzo - Inhauma| Rio de Janeiro - RJ| Brasil,2016/07/14,22:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8808212280,-43.2849769592,527
Estrada Guilhermina Bastos - Badu| Niterói - RJ| Brasil,2016/07/15,09:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8937587738,-43.0452346802,528
Rua Violeta próximo ao 397 - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,08:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9058303833,-43.3100204468,529
R. Boa Vista| 795 - Anchieta
Rio de Janeiro - RJ
21645-500,2016/07/15,11:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8288745880,-43.3804168701,530
Morro dos Cabritos - Lagoa| Rio de Janeiro - RJ| Brasil,2016/07/15,11:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9686107635,-43.1977767944,531
Rua Bispo Lacerda - Del Castilho| Rio de Janeiro - RJ| Brasil,2016/07/15,12:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8763427734,-43.2680778503,532
Av. dos Democráticos - Manguinhos| Rio de Janeiro - RJ| Brasil,2016/07/15,12:10:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8755149841,-43.2572517395,533
Avenida Senador Vitórino Freire - Coelho Neto| Rio de Janeiro - RJ| Brasil,2016/07/15,12:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8298988342,-43.3616294861,534
Estrada do Dendê - Praia da Bandeira| Rio de Janeiro - RJ| Brasil,2016/07/15,14:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7983722687,-43.1886978149,535
Rua Caetano da Silva - Cascadura| Rio de Janeiro - RJ| Brasil,2016/07/15,14:03:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8792972565,-43.3214111328,536
Av. ParanapuÃ£| 1818-1982 - Barros Filho
Rio de Janeiro - RJ,2016/07/15,14:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7994995117,-43.1830863953,537
Dendê| Rio de Janeiro - RJ| Brasil,2016/07/15,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9149513245,-43.4201164246,538
Cocotá| Rio de Janeiro - RJ| Brasil,2016/07/15,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8038387299,-43.1807708740,539
Centenário| Duque de Caxias - RJ| Brasil,2016/07/14,03:00:00,Sim,1,0,Não,0,0,Não Sabe,-22.7726898193,-43.3125648499,540
Alameda São Boaventura - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/15,15:28:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8811321259,-43.0941963196,541
Morro da Formiga - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/15,15:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9441661835,-43.2408332825,542
Vila SÃ£o Severino do Ramo| 367 - Guadalupe,2016/07/15,10:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8299026489,-43.3813095093,545
Rua do Livramento - Gambôa| Rio de Janeiro - RJ| Brasil,2016/07/15,16:50:00,Não,0,0,Não,0,0,Não,-22.8973388672,-43.1930847168,546
Morro dos Cabritos - Lagoa| Rio de Janeiro - RJ| Brasil,2016/07/15,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9686107635,-43.1977767944,548
Rua Leocádio Figueiredo - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,17:33:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8449535370,-43.3681755066,549
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,18:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8401088715,-43.3780746460,550
Apollo III| São Gonçalo - RJ| Brasil,2016/07/15,18:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7855873108,-42.9396743774,551
Avenida Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/15,16:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9113540649,-43.2684707642,552
SÃ£o Francisco de Itabapoana,2016/07/15,20:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-21.5132312775,-41.0860099792,554
Avenida do Contôrno - Jóquei Clube| São Gonçalo - RJ| Brasil,2016/07/15,20:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8453884125,-42.9945220947,555
quitanda| pavuna| rio de janeiro,2016/07/15,20:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8112316132,-43.3625259399,556
Rua Santa Clara - Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/15,21:26:22,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9685001373,-43.1899337769,557
Rua Cândido Benício - Campinho| Rio de Janeiro - RJ| Brasil,2016/07/15,21:46:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8899612427,-43.3468170166,558
Alameda São Boaventura - Fonseca| Niterói - RJ| Brasil,2016/07/15,22:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8811321259,-43.0941963196,559
R. Boa Vista| 796-1930 - Anchieta,2016/07/15,22:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8285484314,-43.3781661987,561
Estrada do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,22:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8340682983,-43.3795166016,562
Rua Aurino de Sa Leitao próximo ao 56 - Jóquei Clube| São Gonçalo - RJ| Brasil,2016/07/15,22:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8575820923,-43.0036659241,564
R. Eulina Ribeiro| 501-509 - Engenho de Dentro,2016/07/15,22:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9095287323,-43.3024444580,565
Estrada Camboata prÃ³ximo ao 2909
Guadalupe,2016/07/15,23:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8320999146,-43.3788566589,566
Rua São José - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/15,23:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8847179413,-43.0797767639,567
Rosangela da Costa Barbedo
Estr. da Agua Grande - Vista Alegre,2016/07/05,18:15:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8284873962,-43.3195571899,568
São Cristóvão| Rio de Janeiro - RJ| Brasil,2016/07/15,23:44:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8982429504,-43.2188987732,569
Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/16,00:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8112316132,-43.3625259399,570
Avenida Borges Carneiro - Parque Moderno| Duque de Caxias - RJ| Brasil,2016/07/16,01:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6945686340,-43.2612533569,571
Avenida Borges Carneiro - Parque Moderno| Duque de Caxias - RJ| Brasil,2016/07/16,01:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6945686340,-43.2612533569,572
Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/16,01:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8112316132,-43.3625259399,574
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/16,02:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9061183929,-43.2391586304,576
R. Amadeu João Penzin| 43 - Pavuna| Rio de Janeiro - RJ| 21520-620| Brasil,2016/07/16,04:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8171329498,-43.3621330261,577
Rua Paul Müller - Penha| Rio de Janeiro - RJ| Brasil,2016/07/16,06:51:00,Não,0,0,Não,0,0,Não Sabe,-22.8459548950,-43.2795219421,578
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/07/16,07:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483,579
Rua Paranhos - Olaria| Rio de Janeiro - RJ| Brasil,2016/07/16,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8543167114,-43.2705421448,580
R. Benjamim Chambarelli| 300 - Caonze
Nova IguaÃ§u,2016/07/16,07:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7683792114,-43.4405441284,582
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/15,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9113540649,-43.2684707642,583
Morro São João,2016/07/15,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9077777863,-43.2616653442,584
Rua Proença Rosa - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/14,09:32:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8389778137,-43.3611831665,585
R. Cinco - Brisa Mar| Itaguaí - RJ| Brasil,2016/07/16,16:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8735313416,-43.8023643494,591
R. Cinco - Brisa Mar| Itaguaí - RJ| Brasil,2016/07/16,16:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8735313416,-43.8023643494,592
Engenheiro Pedreira - Japeri,2016/07/16,17:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6785926819,-43.6060905457,593
Linha Vermelha| São João de Meriti - RJ| Brasil,2016/07/16,17:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8025531769,-43.3383674622,594
Avenida Cesário de Melo - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9142894745,-43.6025466919,595
Avenida Nilo Peçanha - Centro| Duque de Caxias - RJ| Brasil,2016/07/16,18:50:00,Não,0,0,Não,0,0,Não,-22.7853679657,-43.3196220398,596
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/16,21:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8401088715,-43.3780746460,597
Rua Conselheiro Agostinho - Todos os Santos| Rio de Janeiro - RJ| Brasil,2016/07/16,22:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8909416199,-43.2854843140,598
Av. República do Paraguai - Vila Sarapui| Duque de Caxias - RJ| Brasil,2016/07/15,21:10:00,Sim,0,0,Não Sabe,0,0,Não Sabe,-22.7495956421,-43.2995338440,599
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/16,23:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8965816498,-43.3447456360,600
Rua Davi - Nova Belem| Japeri - RJ| Brasil,2016/07/16,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.6530208588,-43.6602020264,601
R. Conselheiro Jobim| 378 - Engenho Novo,2016/07/16,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9076404572,-43.2665939331,602
Rocinha| Rio de Janeiro - RJ| Brasil,2016/07/17,06:26:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9879837036,-43.2479820251,604
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/17,07:20:00,Não,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556,605
R. TÃ´rres Sobrinho| 48 - Meier,2016/07/17,08:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8979110718,-43.2729568481,607
Grajau| Rio de Janeiro - RJ| Brasil,2016/07/17,09:38:15,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9237136841,-43.2589988708,608
Pilar| Duque de Caxias - RJ| Brasil,2016/07/15,23:00:00,Sim,0,0,Não Sabe,0,0,Não Sabe,-22.7092514038,-43.2956542969,609
R. Hadock Lobo| 7 - EstÃ¡cio,2016/07/14,20:30:25,Sim,1,0,Não Sabe,0,0,Não,-22.9152030945,-43.2072677612,610
Rua Selma Tinoco - Jardim Canaa| Nova Iguaçu - RJ| Brasil,2016/07/16,22:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7532062531,-43.4823608398,611
Ramos| Rio de Janeiro - RJ| Brasil,2016/07/17,13:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8503131866,-43.2565612793,612
Linha Vermelha| 10010 - Centro
Duque de Caxias,2016/07/16,13:11:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8003425598,-43.3199310303,613
R. Armando SodrÃ©| 86-212 - Complexo do AlemÃ£o,2016/07/17,14:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8553771973,-43.2712745667,614
Rua Visconde de Santa Cruz - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9059829712,-43.2673683167,615
R. Francisco Bernardino| 179 - Riachuelo,2016/07/16,14:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8996486664,-43.2600059509,616
Rua Agariba - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9120235443,-43.2653846741,617
Rua Marechal Bitencourt - Riachuelo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9040737152,-43.2560844421,618
Jacarezinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/17,15:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8875579834,-43.2581939697,619
Rua Itália D\'incau - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/17,18:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8727779388,-43.3090744019,620
Rua Praia de Inhaúma - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/17,18:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8647174835,-43.2406082153,621
