LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/15,09:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua da Pátria - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,09:28:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,09:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Travessa José Rucas| 1273 - Penha| Rio de Janeiro - RJ 21070-370| Brasil,2016/07/15,09:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Salvador Rizzo - Inhauma| Rio de Janeiro - RJ| Brasil,2016/07/14,22:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Guilhermina Bastos - Badu| Niterói - RJ| Brasil,2016/07/15,09:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Violeta próximo ao 397 - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/15,08:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Boa Vista| 795 - Anchieta
Rio de Janeiro - RJ
21645-500,2016/07/15,11:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro dos Cabritos - Lagoa| Rio de Janeiro - RJ| Brasil,2016/07/15,11:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Bispo Lacerda - Del Castilho| Rio de Janeiro - RJ| Brasil,2016/07/15,12:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. dos Democráticos - Manguinhos| Rio de Janeiro - RJ| Brasil,2016/07/15,12:10:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Avenida Senador Vitórino Freire - Coelho Neto| Rio de Janeiro - RJ| Brasil,2016/07/15,12:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada do Dendê - Praia da Bandeira| Rio de Janeiro - RJ| Brasil,2016/07/15,14:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Caetano da Silva - Cascadura| Rio de Janeiro - RJ| Brasil,2016/07/15,14:03:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. ParanapuÃ£| 1818-1982 - Barros Filho
Rio de Janeiro - RJ,2016/07/15,14:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Dendê| Rio de Janeiro - RJ| Brasil,2016/07/15,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Cocotá| Rio de Janeiro - RJ| Brasil,2016/07/15,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Centenário| Duque de Caxias - RJ| Brasil,2016/07/14,03:00:00,Sim,1,0,Não,0,0,Não Sabe
Alameda São Boaventura - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/15,15:28:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro da Formiga - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/15,15:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Vila SÃ£o Severino do Ramo| 367 - Guadalupe,2016/07/15,10:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua do Livramento - Gambôa| Rio de Janeiro - RJ| Brasil,2016/07/15,16:50:00,Não,0,0,Não,0,0,Não
Morro dos Cabritos - Lagoa| Rio de Janeiro - RJ| Brasil,2016/07/15,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Leocádio Figueiredo - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,17:33:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,18:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Apollo III| São Gonçalo - RJ| Brasil,2016/07/15,18:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/15,16:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
SÃ£o Francisco de Itabapoana,2016/07/15,20:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida do Contôrno - Jóquei Clube| São Gonçalo - RJ| Brasil,2016/07/15,20:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
quitanda| pavuna| rio de janeiro,2016/07/15,20:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Santa Clara - Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/15,21:26:22,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Cândido Benício - Campinho| Rio de Janeiro - RJ| Brasil,2016/07/15,21:46:00,Não Sabe,0,0,Não Sabe,0,0,Não
Alameda São Boaventura - Fonseca| Niterói - RJ| Brasil,2016/07/15,22:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Boa Vista| 796-1930 - Anchieta,2016/07/15,22:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/15,22:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. LuÃ­s de Matos| 22 - Luz
Nova IguaÃ§u,2016/07/15,05:35:00,Não Sabe,3,6,Não Sabe,0,0,Sim
Rua Aurino de Sa Leitao próximo ao 56 - Jóquei Clube| São Gonçalo - RJ| Brasil,2016/07/15,22:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Eulina Ribeiro| 501-509 - Engenho de Dentro,2016/07/15,22:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Camboata prÃ³ximo ao 2909
Guadalupe,2016/07/15,23:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua São José - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/15,23:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rosangela da Costa Barbedo
Estr. da Agua Grande - Vista Alegre,2016/07/05,18:15:00,Não Sabe,0,0,Não Sabe,0,0,Não
São Cristóvão| Rio de Janeiro - RJ| Brasil,2016/07/15,23:44:00,Não Sabe,0,0,Não Sabe,0,0,Não
Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/16,00:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Borges Carneiro - Parque Moderno| Duque de Caxias - RJ| Brasil,2016/07/16,01:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Borges Carneiro - Parque Moderno| Duque de Caxias - RJ| Brasil,2016/07/16,01:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/16,01:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/16,02:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Amadeu João Penzin| 43 - Pavuna| Rio de Janeiro - RJ| 21520-620| Brasil,2016/07/16,04:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Paul Müller - Penha| Rio de Janeiro - RJ| Brasil,2016/07/16,06:51:00,Não,0,0,Não,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/07/16,07:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Paranhos - Olaria| Rio de Janeiro - RJ| Brasil,2016/07/16,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Benjamim Chambarelli| 300 - Caonze
Nova IguaÃ§u,2016/07/16,07:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/15,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro São João,2016/07/15,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Proença Rosa - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/14,09:32:00,Não Sabe,0,0,Não Sabe,0,0,Sim
R. Cinco - Brisa Mar| Itaguaí - RJ| Brasil,2016/07/16,16:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Cinco - Brisa Mar| Itaguaí - RJ| Brasil,2016/07/16,16:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Engenheiro Pedreira - Japeri,2016/07/16,17:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Linha Vermelha| São João de Meriti - RJ| Brasil,2016/07/16,17:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Cesário de Melo - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Nilo Peçanha - Centro| Duque de Caxias - RJ| Brasil,2016/07/16,18:50:00,Não,0,0,Não,0,0,Não
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/16,21:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Conselheiro Agostinho - Todos os Santos| Rio de Janeiro - RJ| Brasil,2016/07/16,22:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. República do Paraguai - Vila Sarapui| Duque de Caxias - RJ| Brasil,2016/07/15,21:10:00,Sim,0,0,Não Sabe,0,0,Não Sabe
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/16,23:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Davi - Nova Belem| Japeri - RJ| Brasil,2016/07/16,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não
R. Conselheiro Jobim| 378 - Engenho Novo,2016/07/16,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rocinha| Rio de Janeiro - RJ| Brasil,2016/07/17,06:26:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/17,07:20:00,Não,0,0,Não Sabe,0,0,Não Sabe
R. TÃ´rres Sobrinho| 48 - Meier,2016/07/17,08:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Grajau| Rio de Janeiro - RJ| Brasil,2016/07/17,09:38:15,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Pilar| Duque de Caxias - RJ| Brasil,2016/07/15,23:00:00,Sim,0,0,Não Sabe,0,0,Não Sabe
R. Hadock Lobo| 7 - EstÃ¡cio,2016/07/14,20:30:25,Sim,1,0,Não Sabe,0,0,Não
Rua Selma Tinoco - Jardim Canaa| Nova Iguaçu - RJ| Brasil,2016/07/16,22:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Ramos| Rio de Janeiro - RJ| Brasil,2016/07/17,13:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Linha Vermelha| 10010 - Centro
Duque de Caxias,2016/07/16,13:11:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Armando SodrÃ©| 86-212 - Complexo do AlemÃ£o,2016/07/17,14:25:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Santa Cruz - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Francisco Bernardino| 179 - Riachuelo,2016/07/16,14:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Agariba - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Marechal Bitencourt - Riachuelo| Rio de Janeiro - RJ| Brasil,2016/07/17,14:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Jacarezinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/17,15:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Itália D\'incau - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/17,18:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Praia de Inhaúma - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/17,18:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Lopes Cunha| 149 - Fonseca - NiterÃ³i,2016/07/17,16:00:40,Sim,2,0,Sim,3,1,Sim
Rua José de Alvarenga - Centro| Duque de Caxias - RJ| Brasil,2016/07/17,19:45:30,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Uruguai próximo ao 288 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/17,19:54:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. de JacarepaguÃ¡| 6290-6298 - Anil,2016/07/17,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Edgard Werneck| 707 - Freguesia - JacarepaguÃ¡,2016/07/17,21:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Maria Lopes| 239 - Madureira| Rio de Janeiro - RJ| Brasil,2016/07/15,14:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Figueiredo de MagalhÃ£es| 780 - Copacabana,2016/07/17,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Sávio Cota de Almeida Gama - Niterói| Volta Redonda - RJ| Brasil,2016/07/17,22:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Alcobaça - Ricardo de Albuquerque| Rio de Janeiro - RJ| Brasil,2016/07/17,22:42:56,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Doutor Nilo Peçanha - Centro| São Gonçalo - RJ| Brasil,2016/07/17,23:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Dr. Nilo PeÃ§anha| 1160-1170 - Mutondo - SÃ£o GonÃ§alo,2016/07/18,00:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Araruama - Jardim Noya| São João de Meriti - RJ| Brasil,2016/07/18,02:23:00,Não Sabe,0,0,Não Sabe,0,0,Não
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,03:47:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. do Taquaral| 1-107 - Bangu| Rio de Janeiro - RJ| Brasil,2016/07/18,04:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Pinto Teles - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/18,05:40:43,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Torres de Oliveira - Piedade| Rio de Janeiro - RJ| Brasil,2016/07/18,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua da Pátria - Água Santa| Rio de Janeiro - RJ| Brasil,2016/07/18,07:15:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Barão da Torre - Ipanema| Rio de Janeiro - RJ| Brasil,2016/07/18,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Riodades - Fonseca| Niterói - State of Rio de Janeiro| Brazil,2016/07/18,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. Santa Maria - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/07/18,15:06:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Nossa Senhora da Penha - Penha| Rio de Janeiro - RJ| Brasil,2016/07/18,15:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/18,16:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Marechal Rondon - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/18,16:47:56,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. do RosÃ¡rio - Leme,2016/07/18,16:58:16,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Beco do Mosqueteiro - Leme,2016/07/18,17:09:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. de Santa Cruz| 7958-8080 - Senador CamarÃ¡,2016/07/18,17:00:00,Não Sabe,0,0,Sim,1,0,Sim
Maré| Rio de Janeiro - RJ| Brasil,2016/07/18,19:48:42,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Ac. Público| 39 - Fonseca| Niterói - RJ| Brasil,2016/07/18,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Quiririm - Vila Valqueire| Rio de Janeiro - RJ| Brasil,2016/07/18,21:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Quito| 98| Mesquita - RJ| Brasil,2016/07/18,22:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Caniú - Pechincha| Rio de Janeiro - RJ| Brasil,2016/07/18,23:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Edgard Werneck| 1520 - Pechincha
Rio de Janeiro - RJ,2016/07/18,23:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Chrisóstomo Pimentel de Oliveira| 2431 - Pavuna| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,00:41:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Esperança - Jacaré| Rio de Janeiro - RJ| Brasil,2016/07/19,00:55:47,Não,0,2,Não Sabe,0,0,Sim
Rua Áureliano Portugal - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/07/19,07:12:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. AntÃ´nio Pinto da Mota| 35 - Tijuca
Rio de Janeiro - RJ,2016/07/19,07:05:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Professor Gabizo - Tijuca
Rio de Janeiro - RJ,2016/07/19,07:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Neves| São Gonçalo - RJ| Brasil,2016/07/19,11:42:59,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. LuÃ­s Carlos Prestes| 290 - Barra da Tijuca,2016/07/19,13:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,10:30:00,Não Sabe,0,0,Sim,0,1,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,15:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/17,13:59:00,Sim,1,0,Não Sabe,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:06:00,Não Sabe,0,0,Sim,1,0,Não Sabe
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:09:00,Não Sabe,0,0,Sim,1,0,Não Sabe
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:10:00,Não Sabe,0,0,Sim,0,0,Não Sabe
Morro da Providencia - Gamboa| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:11:00,Sim,1,0,Não Sabe,0,0,Sim
Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,14:11:00,Não Sabe,0,0,Sim,1,0,Sim
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:12:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:13:00,Não Sabe,0,0,Sim,1,0,Sim
Passarela Shopping Nova América - Del Castilho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,14:14:00,Sim,1,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:16:00,Não Sabe,0,0,Sim,0,1,Não Sabe
Rua Comandante Coelho - Cordovil| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/14,14:16:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Caju| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/15,14:17:00,Sim,1,0,Sim,1,0,Não
Irajá| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/15,14:18:00,Não,0,0,Sim,1,0,Não
Bento Ribeiro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:18:00,Sim,1,0,Não,0,0,Não
Linha Vermelha| 245| São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/16,14:22:00,Não,0,0,Não,0,0,Sim
Rua Argos - Guadalupe| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:23:00,Sim,1,0,Sim,1,0,Não
Rodovia Presidente Dutra| 318| Nova Iguaçu - State of Rio de Janeiro| Brazil,2016/07/16,14:32:00,Não,0,0,Sim,0,1,Não Sabe
Rua Mém de Sá - Centro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:33:00,Não Sabe,0,0,Sim,1,0,Sim
São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/18,03:33:00,Sim,0,1,Não Sabe,0,0,Não Sabe
Avenida Brasil| 200 - Manguinhos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:36:00,Não,0,0,Sim,1,0,Não Sabe
Avenida Brasil| 200 - Manguinhos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:36:00,Não,0,0,Sim,1,0,Não Sabe
Rua Áureliano Portugal - Rio Comprido| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,14:39:00,Não,0,0,Sim,0,1,Sim
Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/18,14:40:00,Não Sabe,0,0,Sim,0,1,Não Sabe
Rua Argos - Guadalupe| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:43:00,Não,0,0,Sim,0,1,Não
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/16,14:44:00,Não Sabe,0,0,Sim,0,1,Não Sabe
Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/19,14:53:00,Sim,2,0,Não Sabe,0,0,Não Sabe,Imprensa
Anchieta| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,15:01:00,Não Sabe,0,0,Sim,1,0,Não Sabe,Polícia
Rua do Engenho Novo - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/17,02:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Nossa Senhora da Penha - Penha| Rio de Janeiro - RJ| Brasil,2016/07/19,16:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Tv. Jacupema| 87-433 - Olaria
Rio de Janeiro - RJ,2016/07/19,15:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Santa Isabel - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/19,16:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Doutor Mario Vianna 754 - Santa Rosa| Niterói - RJ| Brasil,2016/07/19,18:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Paul Muller| 394-672 - Penha
Rio de Janeiro - RJ,2016/07/19,15:51:00,Não,0,0,Não,0,0,Sim
Rua Doutor Mario Vianna 754 - Santa Rosa| Niterói - RJ| Brasil,2016/07/19,21:46:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Clóvis Paulo da Rocha - Senador Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/19,22:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Carmela Dutra - Santa Luzia| São Gonçalo - RJ| Brasil,2016/07/19,22:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada José Rucas - Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/19,13:26:00,Não Sabe,0,0,Sim,0,1,Sim
Jockey| São Gonçalo - RJ| Brasil,2016/07/18,22:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Álvaro Ramos - Jardim Olavo Bilac| Duque de Caxias - RJ| Brasil,2016/07/19,23:13:52,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Manuel Nogueira de Sá - Realengo| Rio de Janeiro - RJ| Brasil,2016/07/20,00:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. AutomÃ³vel Clube| 2092 - Fragoso
MagÃ© - RJ,2016/07/19,15:20:00,Não Sabe,1,0,Não Sabe,0,0,Não Sabe
Rua Noronha Torrezão - Santa Rosa| Niterói - RJ| Brasil,2016/07/18,23:26:00,Não,0,0,Não Sabe,0,0,Não
Av. Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/20,07:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Madureira| Rio de Janeiro - RJ| Brasil,2016/07/20,07:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Vila da Penha| Rio de Janeiro - RJ| Brasil,2016/07/20,08:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Teixeira Ribeiro - Maré| Rio de Janeiro - RJ| Brasil,2016/07/20,08:50:04,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Principal - Maré| Rio de Janeiro - RJ| Brasil,2016/07/20,09:34:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua da Proclamação - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/20,09:36:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Srg. Névio dos Santos - Penha| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/20,09:40:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Estrada José Rucas - Penha| Rio de Janeiro - RJ| Brasil,2016/07/20,11:01:00,Não Sabe,0,0,Não Sabe,0,0,Sim
R. Píres| 10 - Barreto| Niterói - RJ| Brasil,2016/07/20,18:48:10,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Nelson Cardoso| 1325 - Taquara| Rio de Janeiro - RJ| Brasil,2016/07/20,19:05:54,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Padre Leandro| 1-65 - Fonseca - Niterói,2016/07/18,22:21:00,Não,0,0,Sim,1,0,Não
R. Pres. Craveiro Lopes| 462 - Engenhoca| Niterói - RJ| 24110-340| Brasil,2016/07/20,20:47:04,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Niterói - Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/20,20:51:00,Não Sabe,0,0,Sim,0,0,Sim
Rua Vereador Maurício de Souza - Engenhoca| Niterói - RJ| Brasil,2016/07/20,20:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Ender - Coelho Neto| Rio de Janeiro - RJ| Brasil,2016/07/20,22:35:00,Não Sabe,0,0,Não Sabe,0,0,Não
Av. Pref. Sá Lessa| 46 - Acari,2016/07/20,22:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
