LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?
Av. Pirpirituba - Realengo| Rio de Janeiro - RJ| Brasil,2016/07/08,11:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Tiroteio pesado,2016/07/07,11:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. do Camboatá 3427 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/08,12:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Codajás| Duque de Caxias - RJ| Brasil,2016/07/08,15:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Senador Nabuco - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/08,16:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Santa Rosa| Niterói - RJ| Brasil,2016/07/08,17:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Centenário| Duque de Caxias - RJ| Brasil,2016/07/08,18:08:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Jose Do Patrocinio próximo ao 290 - Grajau| Rio de Janeiro - RJ| Brasil,2016/07/08,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Travessa do Holofote - Largo do Barradas| Niterói - RJ| Brasil,2016/07/08,22:57:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Manhama - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/09,00:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/09,00:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Praça da Prainha| Duque de Caxias - RJ| Brasil,2016/07/09,00:51:00,Não,0,0,Não,0,0,Não Sabe
Linha Amarela - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/09,03:08:00,Não Sabe,0,2,Não Sabe,0,1,Não Sabe
Rua Olegário Mariano - Vila São Luiz| Duque de Caxias - RJ| Brasil,2016/07/08,21:30:00,Sim,1,0,Não Sabe,0,0,Não Sabe
Galeão| Rio de Janeiro - RJ| Brasil,2016/07/08,16:40:00,Não,0,0,Não,0,0,Não Sabe
Rua Judite Guerra - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/09,08:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua do Bispo| 117 - Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/07/09,08:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Coronel Viêira - Irajá| Rio de Janeiro - RJ| Brasil,2016/07/09,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não
Morro da adita Sao Goncalo rj,2016/07/08,12:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Luigi de Amêndola - Parque das Palmeiras| Angra dos Reis - RJ| Brasil,2016/07/09,13:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua da Gávea - Vila Leopoldina| Duque de Caxias - RJ| Brasil,2016/07/09,13:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Dom Hélder Câmara - Engenho de Dentro| Rio de Janeiro - RJ| Brasil,2016/07/09,18:43:21,Não Sabe,0,0,Não Sabe,0,0,Não
Avenida Pelotas - Jardim Gramacho| Duque de Caxias - RJ| Brasil,2016/07/09,20:17:00,Não Sabe,0,0,Não,0,0,Não Sabe
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/09,20:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/09,21:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Maestro Francisco Braga - Copacabana| Rio de Janeiro - RJ| Brasil,2016/07/09,19:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Dr. Carvalhães - Belford Roxo - RJ| Brasil,2016/07/09,21:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Domicília César - Engenheiro Belford| São João de Meriti - RJ| Brasil,2016/07/09,13:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Barão da Torre| 54 - Ipanema| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/06/30,22:30:00,Não Sabe,0,0,Sim,1,0,Sim
Rua Gonçalves Ferreira - Tomazinho| São João de Meriti - RJ| Brasil,2016/07/10,18:56:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. do Parque - Santa Cruz da Serra| Duque de Caxias - RJ| Brasil,2016/07/10,18:51:00,Sim,0,0,Não Sabe,0,0,Não Sabe
Rua Professora Íria Goulart - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/10,20:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro do Juramento - Vicente de Carvalho| Rio de Janeiro - RJ| Brasil,2016/07/10,20:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Nilo Peçanha - Vilar dos Teles| São João de Meriti - RJ| Brasil,2016/07/10,20:30:00,Sim,0,0,Não Sabe,0,0,Não Sabe
Estr. do Camboatá 3293 - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/10,21:30:00,Não Sabe,0,0,Não Sabe,0,0,Não
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/10,23:47:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua do Ceu - Vila Caranga| Búzios - RJ| Brasil,2016/07/11,00:52:00,Não,0,0,Não,0,0,Não
Morro do Dende - Jardim Carioca| Rio de Janeiro - RJ| Brasil,2016/07/11,06:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Aníbal da Mota - Santa Teresa| Duque de Caxias - RJ| Brasil,2016/07/10,18:15:00,Não Sabe,1,0,Não,0,0,Sim
quitanda|pavuna| rio de janeiro,2016/07/11,08:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Japeri - Parque Senhor do Bonfim| Duque de Caxias - RJ| Brasil,2016/07/11,08:51:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Centenário| Duque de Caxias - RJ| Brasil,2016/07/11,03:00:00,Não,0,0,Não,0,0,Sim
Rua Tales de Carvalho - Jardim America| Rio de Janeiro - RJ| Brasil,2016/07/11,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Tales de Carvalho - Jardim America| Rio de Janeiro - RJ| Brasil,2016/07/11,10:15:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Darvin Brandão - Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/11,07:00:00,Não,0,0,Não,0,0,Sim
Acari| Rio de Janeiro - RJ| Brasil,2016/07/11,13:10:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Acari| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/05,11:50:00,Não,0,0,Não,0,0,Sim
Rodovia Washington Luiz| 2895 - Parque Duque| Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/06,22:16:00,Sim,2,0,Não Sabe,0,0,Não
Morro Pau da Bandeira - Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/08,16:18:00,Não,0,0,Não,0,0,Sim
Rua Jordão - Taquara| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/09,10:19:00,Não,0,0,Não,0,0,Não
Praça Nilo Peçanha - Centro| Nilópolis - State of Rio de Janeiro| Brazil,2016/07/08,22:20:00,Sim,1,0,Não,0,0,Não
Rua Álvares de Azevedo| 270 - Cachambi| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,14:26:00,Não,0,0,Sim,0,0,Sim
Serrinha - State of Rio de Janeiro| Brazil,2016/07/08,07:00:00,Não,0,0,Não,0,0,Sim
Rodovia Presidente Dutra| Belford Roxo - State of Rio de Janeiro| Brazil,2016/07/07,05:30:00,Não,0,0,Sim,1,0,Sim
Rua Nove| 508 - Maré| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/09,10:30:00,Não,0,0,Sim,0,1,Não
Rua Cruzeiro do Sul| Duque de Caxias - State of Rio de Janeiro| Brazil,2016/07/10,06:00:00,Sim,1,0,Não,0,0,Não
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,07:00:00,Sim,1,0,Não,0,0,Não Sabe
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,22:54:00,Sim,0,1,Sim,0,1,Não Sabe
Bangu| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,09:57:00,Não,0,0,Sim,2,0,Sim
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/05,22:00:00,Não,0,0,Não,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/06,17:20:00,Não,0,0,Não,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,11:44:00,Não,0,0,Não,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/07,17:27:00,Não,0,0,Não,0,0,Sim
Rua Manhama - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/11,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/11,17:45:00,Não,0,0,Não Sabe,0,0,Não Sabe
Acari| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/08,13:02:00,Não,0,0,Não,0,0,Não Sabe
Bangu| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,05:47:00,Sim,1,0,Não,0,0,Não Sabe
Via Light - Centro| Nova Iguaçu - State of Rio de Janeiro| Brazil,2016/07/07,18:51:00,Sim,1,0,Sim,0,1,Sim
Jardim Sumare| São João de Meriti - State of Rio de Janeiro| Brazil,2016/07/07,12:55:00,Não,0,0,Sim,0,1,Não Sabe
Itaguaí - State of Rio de Janeiro| Brazil,2016/07/08,19:01:00,Sim,0,1,Não,0,0,Não
Marechal Hermes| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,16:00:00,Não,0,0,Não,0,0,Sim
Rua Capitão Machado - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/11,21:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Comendador Pinto - Campinho| Rio de Janeiro - RJ| Brasil,2016/07/11,22:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Engenheiro Gama Lobo| 548 - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/11,22:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Maestro Ernesto Nazaré - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/11,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Maestro Ernesto Nazaré - Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,22:21:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/11,23:10:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua A A - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/11,23:08:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Fernando Lobo - Ricardo de Albuquerque| Rio de Janeiro - RJ| Brasil,2016/07/12,03:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Dois - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:45:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Avenida Brigadeiro Trompowski próximo ao 222 - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:47:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Avenida Brigadeiro Trompowski| 214 - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,08:49:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Parque União - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/12,07:52:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Principal - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,09:08:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Darcí Vargas - Maré| Rio de Janeiro - RJ| Brasil,2016/07/12,09:24:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/12,09:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Visconde de Sabóia| 54 - Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/12,10:12:00,Não Sabe,0,0,Sim,0,0,Sim
Rua Limeira - Tomás Coelho| Rio de Janeiro - RJ| Brasil,2016/07/12,09:41:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Silvio Terra - Barros Filho| Rio de Janeiro - RJ| Brasil,2016/07/12,12:52:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Jordão| 650 - Tanque| Rio de Janeiro - RJ| Brasil,2016/07/09,09:42:00,Não,0,0,Não,0,0,Não
Avenida Brasil| 4600 - Ramos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/10,14:01:00,Não,0,0,Sim,0,0,Não
Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,10:07:00,Sim,1,0,Não Sabe,0,0,Sim
Coelho Neto| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/11,14:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Afonso Pena - Imperador| Nova Iguaçu - RJ| Brasil,2016/07/12,15:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Pinto de Azevedo - Cidade Nova| Rio de Janeiro - RJ| Brasil,2016/07/12,17:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Barão do Bom Retiro - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/12,06:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida do Corretor - Bangu| Rio de Janeiro - RJ| Brasil,2016/07/12,19:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,18:36:00,Não,0,0,Sim,0,1,Não
Rua Santa Margarida - Km 32 - RJ| Brasil,2016/07/12,21:10:00,Não Sabe,0,0,Não Sabe,0,0,Não
Avenida Doutor Manoel Teles - Centro| Duque de Caxias - RJ| Brasil,2016/07/12,21:09:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Joaquim Tôrres - Miriambi| São Gonçalo - RJ| Brasil,2016/07/12,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/12,21:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/12,21:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Jurubeba - Parque Anchieta| Rio de Janeiro - RJ| Brasil,2016/07/13,01:28:00,Não,0,0,Não,0,0,Não
Rua Presidente Pedreira - Ingá| Niterói - RJ| Brasil,2016/07/13,01:57:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Eliseu Visconti - Catumbi| Rio de Janeiro - RJ| Brasil,2016/07/13,07:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Travessa Jacupema - Olaria| Rio de Janeiro - RJ| Brasil,2016/07/13,06:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Lins de Vasconcelos| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,10:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Jacarezinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,11:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Pão de Açúcar - Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/13,13:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Iguaçu - Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,15:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/07/13,16:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua José do Patrocínio - Grajau| Rio de Janeiro - RJ| Brasil,2016/07/13,16:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro dos Macacos - Sampaio| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,17:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/13,17:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Realengo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,17:33:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Laurindo Filho - Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/07/13,19:06:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Central do Brasil - Centro| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,19:50:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Barbuda| Magé - State of Rio de Janeiro| Brazil,2016/07/12,20:58:00,Não Sabe,1,0,Não Sabe,0,0,Não Sabe
Jardim América| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/12,21:01:00,Não Sabe,0,0,Sim,0,1,Não Sabe
Av. Rio de Janeiro - Caju| Rio de Janeiro - RJ| Brasil,2016/07/13,12:46:00,Não,0,0,Não,0,0,Não Sabe,Polícia
Rua Jorge Rudge - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/13,21:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Mangueira| Rio de Janeiro - RJ| Brasil,2016/07/09,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Km 32| Nova Iguaçu - RJ| Brasil,2016/07/13,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. do Camboatá - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua São Carlos - Estácio| Rio de Janeiro - RJ| Brasil,2016/07/13,23:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Marangá - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:57:00,Não Sabe,2,0,Não Sabe,0,0,Sim
Rua São Miguel - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/13,22:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Vila Isabel| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/13,21:53:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada de Botafogo - Costa Barros| Rio de Janeiro - RJ| Brasil,2016/07/14,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Seropédica - RJ| Brasil,2016/07/13,21:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/14,09:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Bento Ribeiro Dantas - Maré| Rio de Janeiro - RJ| Brasil,2016/07/14,09:51:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Riachuelo - Rocha Sobrinho| Mesquita - RJ| Brasil,2016/07/14,09:57:00,Não,0,0,Não,0,0,Não
Av. Cidade de Deus - Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/07/14,11:41:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Sinimbú - São Cristóvão| Rio de Janeiro - RJ| Brasil,2016/07/14,12:29:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Nova Aurora| Belford Roxo - RJ| Brasil,2016/07/07,01:30:00,Sim,0,0,Não,0,0,Não
Morro dos Cabritos,2016/07/14,08:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro dos Macacos - vila isabel| Rio de Janeiro - RJ| Brasil,2016/07/13,21:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Augusto Magno - Vila Margarida| Itaguaí - RJ| Brasil,2016/07/14,06:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Viçoso Jardim - Cubango| Niterói - RJ| Brasil,2016/07/14,05:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro do Borel - Andarai| Rio de Janeiro - RJ| Brasil,2016/07/13,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Itaóca| 2547 - Bonsucesso| Rio de Janeiro - RJ| Brasil,2016/07/14,15:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Paulino Barbosa - Éden| São João de Meriti - RJ| Brasil,2016/07/13,23:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/07/14,16:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Araújo Leitão - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/07/13,09:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Dr. Mario Vianna - Santa Rosa| Niterói - RJ| Brasil,2016/07/14,18:07:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Cacilda Becker| Petrópolis - RJ| Brasil,2016/07/14,18:34:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Alto idependencia. Petropolis rj,2016/07/14,18:46:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Santa cruz rio de janeiro  favela do rollas,2016/07/14,18:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Morro Jorge Turco - Colégio| Rio de Janeiro - RJ| Brasil,2016/07/13,17:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Maracanã - Maracanã| Rio de Janeiro - RJ| Brasil,2016/07/10,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua 18 - Engenho| Itaguaí - RJ| Brasil,2016/07/14,20:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Freguesia (Jacarepaguá)| Rio de Janeiro - RJ| Brasil,2016/07/14,20:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Duque de Caxias - RJ| Brasil,2016/07/14,13:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Linha Amarela; Avenida Governador Carlos Lacerda - Manguinhos| Rio de Janeiro - RJ| Brasil,2016/07/14,21:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Ilha do Governador| Rio de Janeiro - RJ| Brasil,2016/07/14,21:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Joaquim Silva - Centro| Rio de Janeiro - RJ| Brasil,2016/07/07,23:00:00,Não,0,0,Não Sabe,0,0,Não
Rua Maria Luiza - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/14,22:03:00,Não Sabe,0,4,Não Sabe,0,0,Não Sabe
PARQUE DAS Palmeiras Palhada Nova Iguaçu RJ,2016/07/14,04:00:00,Sim,1,0,Sim,0,0,Não
Rua Maria Luiza - Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/07/14,22:04:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Rio do Pau - Pavuna| Rio de Janeiro - RJ| Brasil,2016/07/14,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Adhemar Bebiano - Del Castilho| Rio de Janeiro - RJ| Brasil,2016/07/14,22:37:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Araruama - RJ| Brasil,2016/06/13,22:39:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Brás de Pina| Rio de Janeiro - RJ| Brasil,2016/07/14,22:44:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Álvaro Neves - Fonseca| Niterói - RJ| Brasil,2016/07/14,22:38:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Himalaia - Anchieta| Rio de Janeiro - RJ| Brasil,2016/07/14,22:54:00,Não,0,0,Não Sabe,0,0,Não Sabe
Rua Campo Grande| 2104 - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/07/14,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não
R. Gentil de Almeida - HonÃ³rio Gurgel
Rio de Janeiro - RJ,2016/07/14,23:28:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Comendador Luís de Matos - Engenheiro Belford| São João de Meriti - RJ| Brasil,2016/07/14,21:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim
R. Souto - Cascadura| Rio de Janeiro - RJ| Brasil,2016/07/15,00:26:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Marieta| 173 - SÃ£o Mateus
SÃ£o JoÃ£o de Meriti - RJ,2016/07/15,00:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Albano - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/15,00:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. Manuel Nogueira de SÃ¡| 752 - Realengo
Rio de Janeiro - RJ,2016/07/15,00:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. dos Italianos - Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/07/15,00:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Marcodesia| 74 - Realengo
Rio de Janeiro - RJ,2016/07/15,01:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Medeiros Pássaro - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/15,04:00:30,Não Sabe,1,0,Não Sabe,0,0,Não Sabe
Bangu| Rio de Janeiro - RJ| Brasil,2016/07/15,00:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:22:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:22:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Felipe Cardoso - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/15,06:24:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Tv. Adalberto Batista| 2 - Bangu
Rio de Janeiro - RJ,2016/07/15,06:49:00,Não,0,0,Não Sabe,0,0,Sim
R. Natividade Saldanha| 182 - Santo Antonio
Duque de Caxias - RJ,2016/07/01,09:00:00,Sim,1,0,Não,0,0,Não
R. Boa Vista| 795-1929 - Anchieta
Rio de Janeiro - RJ,2016/07/15,08:15:00,Não Sabe,0,0,Sim,1,0,Sim
Praça São Joaquim - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/13,20:00:47,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
