LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?,LATITUDE,LONGITUDE
Deodoro| Rio de Janeiro - RJ| Brasil,2016/08/10,10:00:00,Não,0,0,Não,0,0,Não,-22.8564834595,-43.3849830627
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/10,07:00:00,Não,0,0,Sim,1,0,Não,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/10,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/10,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/10,07:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8593330383,-43.2754745483
Rua Conde de Bonfim| 1326-1328 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/08/11,08:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9458827972,-43.2559280396
Maré| Rio de Janeiro - RJ| Brasil,2016/08/10,17:00:00,Sim,0,1,Sim,0,2,Não,-22.8574962616,-43.2430152893
R. Palma| 15a - Quintino Bocaiuva| Rio de Janeiro - RJ| 20740-470| Brasil,2016/08/11,17:43:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8966312408,-43.3192024231
Realengo| Rio de Janeiro - RJ| Brasil,2016/08/10,10:00:00,Não,0,0,Não,0,0,Sim,Polícia,-22.8763103485,-43.4302940369
Rio Comprido| Rio de Janeiro - RJ| Brasil,2016/08/10,14:00:00,Não,0,0,Não,0,0,Não,-22.9252338409,-43.2053413391
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/11,10:00:00,Não,0,0,Não,0,0,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/11,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Penha| Rio de Janeiro - RJ| Brasil,2016/08/11,10:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Parque Araruama| São João de Meriti - RJ| Brasil,2016/08/12,00:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7852497101,-43.3318786621
Rua Agariba - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/08/12,03:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9120235443,-43.2653846741
Del Castilho| Rio de Janeiro - RJ| Brasil,2016/08/11,20:20:00,Sim,3,0,Sim,2,0,Não,-22.8803653717,-43.2690048218
Morro do Dezoito - Quintino Bocaiuva| Rio de Janeiro - RJ| Brasil,2016/08/11,18:00:00,Não,0,0,Sim,1,1,Não,-22.8988895416,-43.3219451904
Maré| Rio de Janeiro - RJ| Brasil,2016/08/11,22:00:00,Sim,1,0,Sim,3,0,Sim,-22.8574962616,-43.2430152893
Rua Antônio Austregésilo - Inhauma| Rio de Janeiro - RJ| Brasil,2016/08/12,09:08:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8665447235,-43.2757682800
Copacabana| Rio de Janeiro| Brasilien,2016/08/12,16:29:00,Não Sabe,0,3,Não Sabe,0,0,Não Sabe,-22.9697780609,-43.1868591309
Rua Iguaçu - Madureira| Rio de Janeiro - RJ| Brasil,2016/08/12,12:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8749294281,-43.3279762268
Morro do Dende| Ilha do Governador - Jardim Carioca| Rio de Janeiro - RJ| Brasil,2016/08/12,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8016662598,-43.1902770996
Morro da Serrinha - Váz Lobo| Rio de Janeiro - RJ| Brasil,2016/08/12,14:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8641662598,-43.3238906860
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/12,08:00:00,Não,0,0,Sim,0,1,Não,-22.8593330383,-43.2754745483
Vila Ideal| Duque de Caxias - RJ| Brasil,2016/08/12,12:00:00,Não,0,0,Sim,0,1,Não,-22.7941246033,-43.3143730164
Éden| São João de Meriti - RJ| Brasil,2016/08/12,10:00:00,Não,0,0,Sim,1,0,Não,-22.7910499573,-43.3994293213
Engenheiro Pedreira| Japeri - RJ| Brasil,2016/08/12,18:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6782531738,-43.6063308716
Rua Dos Araujos - Tijuca| Rio de Janeiro - RJ| Brasil,2016/08/12,23:38:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9263916016,-43.2266998291
Rua da Mangueira| 11 - Vila Paraiso| Itaguaí - RJ| Brasil,2016/08/13,02:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8760242462,-43.7896003723
Av. Brasil| 49000 - Vasco da Gama| Rio de Janeiro - RJ| Brasil,2016/08/13,09:01:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8767032623,-43.2416648865
Via Binário do Porto| 330 - Santo Cristo,2016/08/13,06:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8964500427,-43.2033424377
Rua Dom Hélder de Barros Câmara - Leme| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/12,15:30:04,Não,0,0,Não Sabe,0,0,Não Sabe,-22.9603042603,-43.1678695679
R. Joaquim Murtinho| 530 - Santa Teresa| Rio de Janeiro - RJ| 20241-320| Brasil,2016/08/13,18:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9161453247,-43.1830902100
Vigário Geral| Rio de Janeiro - RJ| Brasil,2016/08/13,20:50:39,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8094558716,-43.3089523315
Rua Lyrio Mauricio da Fonseca| 48 - Cordovil| Rio de Janeiro - RJ| 21241-366| Brasil,2016/08/13,21:00:00,Não,0,0,Não,0,0,Não,-22.8141155243,-43.2988929749
Jacarezinho| Rio de Janeiro - RJ| Brasil,2016/08/13,21:13:09,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8875579834,-43.2581939697
Rua Humaitá - Humaitá| Rio de Janeiro - RJ| Brasil,2016/08/14,03:40:11,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9572505951,-43.1990051270
R. Ft.ᶜᵃ Graça| 58 - Tijuca| Rio de Janeiro - RJ| Brasil,2016/08/12,09:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9306545258,-43.2275962830
Ladeira Ary Barroso| 22 - Leme| Rio de Janeiro - RJ| 22010-060| Brasil,2016/08/12,16:00:00,Não Sabe,0,0,Não Sabe,0,1,Sim,-22.9607143402,-43.1695404053
Rua Grajaú - Grajau| Rio de Janeiro - RJ| Brasil,2016/08/14,19:08:47,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9238529205,-43.2626075745
R. Nádia Maria de Menezes - Jardim Santo Antonio| São João de Meriti - RJ| 25580-110| Brasil,2016/08/15,01:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7865447998,-43.3485565186
R. Alberto de Campos| 111-117 - Ipanema| Rio de Janeiro - RJ| 22411-030| Brazil,2016/08/15,11:02:44,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9812679291,-43.2019042969
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/08/12,14:30:00,Não,0,0,Não,0,0,Não,-22.9481697083,-43.3626708984
Rua Hadock Lobo - Tijuca| Rio de Janeiro - RJ| Brasil,2016/08/12,20:30:00,Não,0,0,Sim,0,1,Não,-22.9198608398,-43.2153396606
Avenida Brasil - Campo Grande| Rio de Janeiro - RJ| Brasil,2016/08/13,09:00:00,Não,0,0,Não,0,0,Não,-22.8663539886,-43.5853576660
Morro da Serrinha - Váz Lobo| Rio de Janeiro - RJ| Brasil,2016/08/15,06:30:00,Não,0,0,Sim,1,0,Sim,-22.8641662598,-43.3238906860
Irajá| Rio de Janeiro - RJ| Brasil,2016/08/13,09:00:00,Não,0,0,Sim,0,1,Não,-22.8387565613,-43.3241806030
Morro do Cantagalo - Copacabana| Rio de Janeiro - RJ| Brasil,2016/08/15,09:00:00,Sim,1,0,Não,0,0,Não,-22.9783325195,-43.1952781677
Niterói - RJ| Brasil,2016/08/13,14:40:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.8858966827,-43.1152229309
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/13,08:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Avenida Eronildes Martins dos Santos - Vila Rosali| São João de Meriti - RJ| Brasil,2016/08/15,16:15:00,Sim,1,0,Não,0,0,Não,-22.7921066284,-43.3786621094
Guadalupe| Rio de Janeiro - RJ| Brasil,2016/08/15,16:32:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8401088715,-43.3780746460
Barra da Tijuca| Rio de Janeiro - RJ| Brasil,2016/08/15,15:10:00,Sim,1,0,Sim,1,1,Não,-23.0003700256,-43.3658943176
Lins de Vasconcelos| Rio de Janeiro - RJ| Brasil,2016/08/15,16:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9128704071,-43.2845535278
Acari| Rio de Janeiro - RJ| Brasil,2016/08/12,13:30:00,Não,0,0,Não,0,0,Sim,-22.8255310059,-43.3444595337
Acari| Rio de Janeiro - RJ| Brasil,2016/08/13,20:00:00,Sim,1,0,Não,0,0,Sim,-22.8255310059,-43.3444595337
Av. Simão da Motta| 400 - Vila Esperanca| Magé - RJ| 25900-000| Brasil,2016/08/14,23:10:00,Sim,1,0,Sim,1,0,Não,-22.6603488922,-43.0358009338
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/08/15,10:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8246498108,-43.3727264404
Rua Santa Clara - Copacabana| Rio de Janeiro - RJ| Brasil,2016/08/16,09:00:00,Não,0,0,Não,0,0,Não,-22.9685001373,-43.1899337769
Rua Camarista Méier - Engenho de Dentro| Rio de Janeiro - RJ| Brasil,2016/08/14,15:41:00,Não,0,0,Sim,0,1,Não,-22.9094676971,-43.2967414856
Rua Marcos de Macedo - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/08/16,15:00:00,Sim,0,1,Não,0,0,Não,-22.8398513794,-43.3782882690
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/16,08:00:00,Sim,3,0,Não,0,0,Sim,-22.8593330383,-43.2754745483
Duque de Caxias - RJ| Brasil,2016/08/15,09:00:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.7862987518,-43.3053092957
Avenida Ministro Edgard Romero - Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/15,06:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8664989471,-43.3344993591
Avenida Dom Hélder Câmara - Engenho de Dentro| Rio de Janeiro - RJ| Brasil,2016/08/16,21:00:30,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8860912323,-43.2888679504
Rua Rubéns de Almeida - Parque Barreto| São João de Meriti - RJ| Brasil,2016/08/16,21:18:59,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7873516083,-43.3435859680
Rua Marcos de Macedo - Guadalupe| Rio de Janeiro - RJ| Brasil,2016/08/16,15:30:00,Sim,0,1,Não Sabe,0,0,Não Sabe,-22.8398513794,-43.3782882690
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/08/07,16:16:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/08/08,16:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9481697083,-43.3626708984
Lapa| Rio de Janeiro - RJ| Brasil,2016/08/12,22:30:00,Não,0,0,Sim,1,0,Não,-22.9144058228,-43.1825904846
Rua Antônio Saraíva - Cavalcanti| Rio de Janeiro - RJ| Brasil,2016/08/16,17:21:00,Sim,2,0,Não,0,0,Não Sabe,-22.8710956573,-43.3164367676
Penha| Rio de Janeiro - RJ| Brasil,2016/08/17,08:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Penha| Rio de Janeiro - RJ| Brasil,2016/08/16,09:00:00,Sim,1,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Estr. da Covanca| 1377-1441 - Tanque| Rio de Janeiro - RJ| 22735-020| Brasil,2016/08/18,06:59:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9150886536,-43.3472328186
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/08/17,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/08/18,09:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8969192505,-43.3516807556
Rua Panama - Penha| Rio de Janeiro - RJ| Brasil,2016/08/17,09:00:00,Não,0,0,Não,0,0,Não,Polícia,-22.8370227814,-43.2742652893
Vila Rica| Belford Roxo - RJ| Brasil,2016/08/17,22:00:00,Não,0,0,Sim,5,0,Não,-22.7192382812,-43.3633918762
Rua Pedro Álvares Cabral - Centro| Nilópolis - RJ| Brasil,2016/08/18,07:00:00,Sim,1,0,Não,0,0,Não,-22.8104648590,-43.4259452820
Rua Barão - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/08/18,09:00:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8986415863,-43.3523597717
Penha| Rio de Janeiro - RJ| Brasil,2016/08/18,07:00:00,Não,0,0,Sim,0,1,Sim,-22.8308544159,-43.2698173523
Estrada da Covanca - Tanque| Rio de Janeiro - RJ| Brasil,2016/08/18,08:30:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9148578644,-43.3481979370
R. Curuira - Vicente de Carvalho| Rio de Janeiro - RJ| Brasil,2016/08/18,18:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8576259613,-43.3166427612
Costa Barros| Rio de Janeiro - RJ| Brasil,2016/08/18,09:00:00,Não,0,0,Não,0,0,Sim,Polícia,-22.8246498108,-43.3727264404
Jacarezinho| Rio de Janeiro - RJ| Brasil,2016/08/18,16:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8875579834,-43.2581939697
Rua Agariba - Engenho Novo| Rio de Janeiro - RJ| Brasil,2016/08/19,03:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9120235443,-43.2653846741
Rua Senador Nabuco - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/08/19,03:45:25,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9138412476,-43.2526512146
Rua Senador Nabuco - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/08/18,10:50:47,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9138412476,-43.2526512146
R. Prof. Lara Viléla| 117 - São Domingos| Niterói - RJ| Brasile,2016/08/19,05:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9005851746,-43.1280632019
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/18,18:32:00,Sim,1,0,Sim,1,0,Não Sabe,-22.8593330383,-43.2754745483
Jardim da Viga| Nova Iguaçu - RJ| Brasil,2016/08/18,14:00:00,Sim,1,0,Não,0,0,Não,-22.7414798737,-43.4440116882
Padre Miguel| Rio de Janeiro - RJ| Brasil,2016/08/18,09:00:00,Não,0,0,Sim,1,0,Sim,Polícia,-22.8780975342,-43.4483184814
Rodovia Niterói-Manilha| São Gonçalo - RJ| Brasil,2016/08/18,14:47:00,Não,0,0,Não,0,0,Não,-22.7937355042,-43.0278778076
Engenheiro Pedreira| Japeri - RJ| Brasil,2016/08/17,14:47:00,Não,0,0,Não,0,0,Não,-22.6782531738,-43.6063308716
Jacarezinho| Rio de Janeiro - RJ| Brasil,2016/08/19,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8875579834,-43.2581939697
Bangu| Rio de Janeiro - RJ| Brasil,2016/08/18,22:00:00,Não,0,0,Não,0,0,Não,-22.8742256165,-43.4685440063
Miriambi| São Gonçalo - RJ| Brasil,2016/08/18,15:00:00,Não,0,0,Sim,1,0,Não,Polícia,-22.8233375549,-42.9866409302
Manilha| Itaboraí - RJ| Brasil,2016/08/17,14:56:00,Não,0,0,Sim,0,1,Não,-22.7749824524,-42.9161453247
Rua Alcobaça - Ricardo de Albuquerque| Rio de Janeiro - RJ| Brasil,2016/08/19,17:19:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8269805908,-43.3921813965
Morro dos Macacos - Sampaio| Rio de Janeiro - RJ| Brasil,2016/08/19,16:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9099998474,-43.2574996948
Rocha Miranda| Rio de Janeiro - RJ| Brasil,2016/08/19,15:30:00,Sim,2,0,Não,0,0,Sim,-22.8520107269,-43.3468055725
Bangu| Rio de Janeiro - RJ| Brasil,2016/08/19,17:41:00,Não,0,0,Sim,2,0,Sim,Polícia,-22.8742256165,-43.4685440063
Copacabana| Rio de Janeiro| Brasilien,2016/08/19,18:55:02,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9697780609,-43.1868591309
Rua Petrocochino - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/08/19,16:26:16,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.9155445099,-43.2545661926
R. Acácias| 286-526 - Prados Verdes| Nova Iguaçu - RJ| 26299-051| Brasil,2016/08/20,00:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8442878723,-43.6139793396
R. do Ingá| 231 - Jardim Guandu| Nova Iguaçu - RJ| Brasil,2016/08/20,00:55:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8280048370,-43.6091957092
R. Igramirim - Vicente de Carvalho| Rio de Janeiro - RJ| Brasil,2016/08/20,06:14:03,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8579521179,-43.3143196106
Rua Euclídes da Rocha - Copacabana| Rio de Janeiro - RJ| Brasil,2016/08/20,08:31:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9652366638,-43.1942481995
Praça Nossa Senhora de Nazaré - Anchieta| Rio de Janeiro - RJ| Brasil,2016/08/19,18:42:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8218650818,-43.3986320496
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/19,18:00:00,Não,0,0,Sim,0,1,Não,-22.8593330383,-43.2754745483
Engenheiro Pedreira| Japeri - RJ| Brasil,2016/08/20,17:02:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6782531738,-43.6063308716
Rua Ferreira De Andrade próximo ao 616 - Cachambi| Rio de Janeiro - RJ| Brasil,2016/08/20,17:47:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8899879456,-43.2736244202
Rua Euclídes da Rocha - Copacabana| Rio de Janeiro - RJ| Brasil,2016/08/20,08:00:00,Não,0,0,Não,0,0,Não,-22.9652366638,-43.1942481995
Boa Esperança| Seropédica - RJ| Brasil,2016/08/20,02:02:00,Sim,1,1,Sim,1,0,Não,-22.7280845642,-43.6902885437
Manguinhos| Rio de Janeiro - RJ| Brasil,2016/08/20,10:00:00,Não,0,0,Sim,0,1,Não Sabe,-22.8830375671,-43.2457504272
Manguinhos| Rio de Janeiro - RJ| Brasil,2016/08/21,13:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8830375671,-43.2457504272
Rua do Paraíso - Caju| Rio de Janeiro - RJ| Brasil,2016/08/20,10:30:00,Não,0,0,Sim,0,1,Não,-22.9144783020,-43.1930541992
Penha| Rio de Janeiro - RJ| Brasil,2016/08/19,17:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8308544159,-43.2698173523
Rua do Cajá - Penha| Rio de Janeiro - RJ| Brasil,2016/08/21,06:30:00,Não,0,0,Sim,0,1,Não,-22.8442554474,-43.2876205444
São Jorge| Japeri - RJ| Brasil,2016/08/21,18:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6468925476,-43.6603202820
Chatuba| Mesquita - State of Rio de Janeiro| Brazil,2016/08/07,19:16:15,Não Sabe,0,0,Não Sabe,0,1,Sim,-22.8065814972,-43.4379882812
Morro da Babilonia - Botafogo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/12,20:21:10,Não Sabe,0,0,Não Sabe,0,1,Não Sabe,-22.9569435120,-43.1699981689
Ricardo de Albuquerque| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/18,20:22:10,Não Sabe,0,0,Não Sabe,0,1,Não Sabe,-22.8393287659,-43.3980293274
Cubango| Niterói - State of Rio de Janeiro| Brazil,2016/08/19,20:22:41,Não Sabe,0,0,Não Sabe,0,1,Sim,-22.8893604279,-43.0956764221
Ladeira dos Tabajaras - Botafogo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/20,20:30:26,Não,0,0,Não,0,0,Sim,-22.9620361328,-43.1904754639
Avenida Visconde do Rio Branco| Niterói - State of Rio de Janeiro| Brazil,2016/08/21,20:25:24,Sim,1,0,Não,0,0,Não,-22.8915023804,-43.1239433289
São Simao| Queimados - RJ| Brasil,2016/08/22,00:14:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.7104415894,-43.5498809814
R. Felipe| 1-115| Queimados - RJ| Brasil,2016/08/20,03:18:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6940135956,-43.5983428955
Rua Antônio Austregésilo - Inhauma| Rio de Janeiro - RJ| Brasil,2016/08/22,08:30:07,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8665447235,-43.2757682800
Morro dos Cabritos - Lagoa| Rio de Janeiro - RJ| Brasil,2016/08/22,14:20:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9686107635,-43.1977767944
R. Dr. Piragibe - Santo Cristo| Rio de Janeiro - RJ| Brasil,2016/08/22,16:17:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9053993225,-43.2054824829
Engenho Novo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/22,16:32:20,Não,0,0,Não,0,0,Não Sabe,-22.9027462006,-43.2684059143
Rua Cândido Benício - Campinho| Rio de Janeiro - RJ| Brasil,2016/08/21,03:00:00,Sim,1,0,Não,0,0,Não,-22.8899612427,-43.3468170166
Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/08/22,09:00:00,Não,0,0,Não,0,0,Não,-22.9481697083,-43.3626708984
Madureira| Rio de Janeiro - RJ| Brasil,2016/08/22,09:00:00,Não,0,0,Não,0,0,Sim,Polícia,-22.8725337982,-43.3363647461
Engenheiro Pedreira| Japeri - RJ| Brasil,2016/08/22,03:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.6782531738,-43.6063308716
Pavão  pavaozinho,2016/08/22,22:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9808177948,-43.1957893372
Morro do Sereno - Penha Circular| Rio de Janeiro - RJ| Brasil,2016/08/23,10:45:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8436107635,-43.2936096191
Boaçu| São Gonçalo - RJ| Brasil,2016/08/22,21:01:00,Sim,0,1,Não,0,0,Não,-22.8092422485,-43.0526962280
R. Guaraúna| 306 - Vicente de Carvalho| Rio de Janeiro - RJ| 21371-010| Brasil,2016/08/23,13:44:00,Não Sabe,0,0,Não Sabe,0,0,Sim,-22.8562965393,-43.3160018921
Rua Monsenhor Inácio da Silva - Turiaçu| Rio de Janeiro - RJ| Brasil,2016/08/23,02:10:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8601455688,-43.3376579285
Avenida Ministro Edgard Romero - Madureira| Rio de Janeiro - RJ| Brasil,2016/08/23,14:30:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8664989471,-43.3344993591
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/23,16:00:00,Não,0,0,Sim,0,1,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/23,18:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/08/23,18:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8593330383,-43.2754745483
Penha| Rio de Janeiro - RJ| Brasil,2016/08/23,18:00:00,Não Sabe,0,0,Não Sabe,0,0,Não,-22.8308544159,-43.2698173523
Pavao pavaozinho,2016/08/23,23:15:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.9808177948,-43.1957893372
Rua Prefeito Ismael Cavalcante - Vila Margarida| Itaguaí - RJ| Brasil,2016/08/24,05:23:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8742065430,-43.7860221863
Avenida Ministro Edgard Romero - Madureira| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,05:35:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8664989471,-43.3344993591
Avenida Automóvel Clube - Inhaúma| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,10:58:52,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8431758881,-43.3312721252
Avenida Kelson - Penha Circular| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,10:00:19,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8231849670,-43.2748336792
Morro do Juramento - Vicente de Carvalho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,10:01:12,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8627777100,-43.3152770996
Vaz Lobo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,11:02:29,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8574905396,-43.3293571472
Jacarezinho| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,13:39:47,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8875579834,-43.2581939697
Morro da Serrinha - Vaz Lobo| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,13:40:24,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8641662598,-43.3238906860
Penha Circular| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,15:51:20,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8341712952,-43.2853431702
Rocha Miranda| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,15:52:05,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8520107269,-43.3468055725
Maré| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,17:49:24,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8574962616,-43.2430152893
Caju| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/08/24,17:49:54,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,-22.8792076111,-43.2155532837
